SMM-ID,lat,long,name,city,municipality,country,rank,reference,eary_preclassic_2000bc_1000_bc,middle_preclassic_1000bc_400bc,late_preclassic_400bc_100ad,early_classic_250ad_600ad,late_classic_600ad_800ad,terminal_classic_800ad_900ad,early_postclassic_900ad_1200ad,late_postclassic_1200ad_1519ad,post_conquest_1520ad_1697ad,time_check_01,time_check_02,time_no_data_found
4760,-88.42737889,17.3914712,,,Belize,Belize,4,Ref. McAnany 2008,,,,,,,,,,,,
4761,-88.56524228,17.27944508,,,Belize,Belize,4,Ref. McAnany 2008,,,,,,,,,,,,
4762,-88.65492135,17.26587203,,,Cayo,Belize,4,Ref. McAnany 2008,,,,,,,,,,,,
4763,-88.62981121,17.39341021,,,Cayo,Belize,4,Ref. McAnany 2008,,,,,,,,,,,,
4764,-88.626321,17.12626353,,,Cayo,Belize,4,Ref. McAnany 2008,,,,,,,,,,,,
4765,-88.39566726,18.25155541,,,Corozal,Belize,4,Ref. Masson and Mock 1981 Fig 17.3,,,,,,,,,,,,
4766,-88.42591806,18.24783744,,,Corozal,Belize,4,Ref. Masson and Mock 1981 Fig 17.3,,,,,,,,,,,,
4767,-88.41679212,18.22840257,,,Corozal,Belize,4,Ref. Masson and Mock 1981 Fig 17.3,,,,,,,,,,,,
4768,-88.43048103,18.21792464,,,Corozal,Belize,4,Ref. Masson and Mock 1981 Fig 17.3,,,,,,,,,,,,
4769,-88.42980503,18.19798277,,,Corozal,Belize,4,Ref. Masson and Mock 1981 Fig 17.3,,,,,,,,,,,,
4770,-91.71516141,15.68369155,,Jacaltenango,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4771,-91.69004465,15.65451041,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4772,-91.82777532,15.76047776,,Santa Ana Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4773,-91.85305013,15.74407084,,Santa Ana Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4774,-91.68663262,15.65708408,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4775,-91.68627426,15.66207127,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4776,-91.6835341,15.66167519,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4777,-91.69981297,15.65430647,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4778,-91.69492248,15.67671139,,Jacaltenango,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4779,-91.70072901,15.65696928,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4780,-91.71425473,15.66010418,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4781,-91.71824384,15.65470431,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4782,-91.72370598,15.64339253,,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4783,-91.72905404,15.68967502,,San Antonio Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4784,-91.99353975,15.39800042,,Tectitan,Huehuetenango,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
4785,-91.6905486,15.680834,,Jacaltenango,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4786,-89.86621013,14.65518107,,San Pedro Pinula,Jalapa,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
4787,-89.36731897,17.0885379,,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4788,-89.42342413,17.07668356,,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4789,-89.42137716,17.0788139,,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4790,-89.37390914,17.08193295,,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4791,-89.41087458,16.54298263,,Dolores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4792,-90.14569996,17.59227316,,San Andres,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4793,-89.44684537,17.07977724,,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4794,-89.37555134,17.0919793,,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4795,-89.51671815,16.66337566,,Santa Ana,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4796,-89.27805,17.10047,,Melchor de Mencos,Peten,Guatemala,4,Ref. Brown C T 1999,,,,,,,,,,,,
4797,-90.43900435,16.25052167,,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4798,-90.43269785,16.24371616,,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4799,-90.42700386,16.23839782,,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4800,-90.42491836,16.23583403,,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4801,-89.31031154,17.07534138,,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4802,-89.38981778,17.07512223,,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4803,-89.51472666,16.72054157,,Santa Ana,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4804,-90.56722133,15.29529439,,Chicaman,Quiche,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
4805,-87.82073613,14.49275546,,Comayagua,Comayagua,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
4806,-87.82968854,14.52718781,,El Rosario,Comayagua,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
4807,-90.45792171,20.69378549,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4808,-90.45174943,20.66118737,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4809,-90.46210441,20.61528827,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4810,-90.48722833,20.54522195,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4811,-89.25383131,18.10628677,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4812,-89.19355685,18.17757691,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4813,-89.2112235,18.16469064,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4814,-89.18732156,18.15409065,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4815,-89.22244702,18.1291495,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4816,-89.9371,20.43021,,Calkini,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
4817,-91.24525645,18.20533341,,Pendiente,Campeche,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4818,-89.93445407,20.44199538,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4819,-89.27129012,18.14286713,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4820,-89.93686335,20.41758,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4821,-89.87301,20.43399,,Calkini,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
4822,-89.98321062,20.43755476,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4823,-89.98135192,20.34099324,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4824,-89.77386,20.13675,,Hopelchen,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
4825,-89.74579,20.1715,,Hopelchen,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
4826,-89.34881554,18.17258868,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4827,-89.91963,20.41787,,Calkini,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
4828,-91.42637814,18.29492507,,Pendiente,Campeche,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4829,-89.93445,20.442,,Calkini,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
4830,-89.65776414,20.16833928,,Hopelchen,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4831,-89.67911879,20.18697695,,Hopelchen,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4832,-89.74578675,20.17150142,,Hopelchen,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4833,-89.65592252,20.11599574,,Hopelchen,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4834,-89.7738569,20.13675113,,Hopelchen,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4835,-91.76493917,18.3177861,,Pendiente,Campeche,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4836,-91.91244728,18.03311179,,Palizada,Campeche,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4837,-89.87270893,20.4177479,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4838,-89.86867621,20.45844074,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4839,-89.98135,20.34099,,Calkini,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
4840,-90.0559956,20.28926632,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4841,-89.47014,18.56325,,Hopelchen,Campeche,Mexico,4,Ref. Ashmore 1981 p 236,,,,,,,,,,,,
4842,-89.74007,18.39828,,Champoton,Campeche,Mexico,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
4843,-89.2586117,18.17736906,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4844,-89.40589,18.49862,,Hopelchen,Campeche,Mexico,4,Ref. Kelly 1996,,,,,,,,,,,,
4845,-89.39884,18.49949,,Hopelchen,Campeche,Mexico,4,Ref. Kelly 1996,,,,,,,,,,,,
4846,-90.48257148,20.00334283,,Tenabo,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4847,-90.48596683,20.09008292,,Tenabo,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4848,-90.48789732,20.20840768,,Hecelchakan,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4849,-90.49132605,20.35203741,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4850,-90.48588571,20.45129026,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4851,-89.9371033,20.43021469,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4852,-90.46864554,20.45104009,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4853,-89.4182351,18.06326328,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4854,-89.31452145,18.06035347,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4855,-89.31202734,17.93772612,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4856,-90.62328499,18.7702371,,Champoton,Campeche,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
4857,-90.05386784,20.45172825,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4858,-89.31680773,17.96744767,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4859,-90.23974815,20.50172875,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4860,-89.2983097,18.09069855,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4861,-89.25092151,17.93502416,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4862,-90.14579625,20.40089879,,Calkini,Campeche,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4863,-89.20706664,17.99446725,,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4864,-91.14960204,16.61833686,,Ocosingo,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
4865,-91.0875465,16.09278359,,Ocosingo,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
4866,-92.10187601,16.13679814,,Comitan De Dominguez,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
4867,-91.17334839,16.72532812,,Ocosingo,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
4868,-91.26534886,16.37912911,,Las Margaritas,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
4869,-88.55493,19.04714,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4870,-88.62698,19.16188,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4871,-88.75239,19.07115,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4872,-89.13951767,18.0744868,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
4873,-88.65412,18.71376,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4874,-88.6688,18.66306,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4875,-88.53092,19.11652,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4876,-88.74468,18.48636,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4877,-88.6713,18.4877,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4878,-88.66063,18.49971,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4879,-88.43524,18.51497,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4880,-88.78754,18.47744,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4881,-88.64832,19.18589,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4882,-88.15882,19.03362,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4883,-88.45148,18.55099,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4884,-88.52071,18.50563,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4885,-88.53005,18.53098,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4886,-88.54339,18.57233,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4887,-88.63811,18.60969,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4888,-88.62744,18.60836,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4889,-88.62744,18.59235,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4890,-88.64879,18.63237,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4891,-88.78754,18.48995,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4892,-87.54867,20.79584,,Lazaro Cardenas,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4893,-87.3734736,21.44224514,,Lazaro Cardenas,Quintana Roo,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4894,-87.75859573,20.50486188,,Solidaridad,Quintana Roo,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4895,-87.11433,21.18512,,Benito Juarez,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4896,-87.35188,20.98004,,Lazaro Cardenas,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4897,-87.03396,21.19444,,Benito Juarez,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4898,-87.08935,21.1439,,Benito Juarez,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4899,-87.47762,20.77509,,Lazaro Cardenas,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4900,-88.46771,18.51812,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4901,-87.17271,20.84613,,Lazaro Cardenas,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4902,-88.86075,18.46635,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4903,-87.54257,20.76959,,Lazaro Cardenas,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4904,-87.53679,20.80591,,Lazaro Cardenas,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4905,-87.73217088,20.48306504,,Solidaridad,Quintana Roo,Mexico,4,Ref. Robles C 1990 Fig 3,,,,,,,,,,,,
4906,-88.3217,18.77983,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4907,-88.38915,18.77129,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4908,-88.46771,18.56978,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4909,-88.45575,18.58515,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4910,-87.18142,21.0937,,Benito Juarez,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
4911,-88.59362,19.23392,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4912,-88.55093,19.27661,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4913,-88.47221,19.2606,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4914,-88.45487,19.26327,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4915,-88.52958,19.17522,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4916,-88.5109,19.17922,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4917,-88.51891,19.18989,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4918,-88.82577,19.34466,,Jose Maria Morelos,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4919,-88.57628,19.23526,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4920,-88.63765,19.18856,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4921,-88.60563,19.21524,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4922,-88.57628,19.16721,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4923,-88.64299,19.18723,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4924,-88.73684,18.55766,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4925,-88.57628,19.12452,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4926,-88.21155,18.97024,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4927,-88.57228,19.10451,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4928,-88.5029,19.19123,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4929,-88.7822,18.62703,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4930,-88.57361,19.11785,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4931,-88.83377,19.38602,,Jose Maria Morelos,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4932,-88.73284,18.58301,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4933,-88.7782,18.60035,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4934,-88.7742,18.61102,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4935,-88.16035,19.11718,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4936,-88.16869,19.13052,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4937,-88.75739,18.80532,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4938,-88.63732,18.80365,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4939,-88.72304,19.33665,,Jose Maria Morelos,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4940,-88.51891,19.32898,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4941,-88.25875,19.38902,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4942,-88.77373,19.37934,,Jose Maria Morelos,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4943,-88.32212,19.38735,,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4944,-88.63732,18.81199,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4945,-88.75639,19.39802,,Jose Maria Morelos,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4946,-89.00721,19.16721,,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4947,-88.75372,19.358,,Jose Maria Morelos,Quintana Roo,Mexico,4,Ref. Ashmore 1981 p 266,,,,,,,,,,,,
4948,-93.49486133,18.07528625,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4949,-93.52097265,18.1258043,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4950,-93.52129384,18.19098452,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4951,-93.4442658,18.1203031,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4952,-93.51260491,18.18676973,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4953,-93.52654611,18.19552352,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4954,-93.554234,18.18754785,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4955,-93.49478385,18.07241942,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4956,-93.49951023,18.11828857,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4957,-93.49447392,18.07730077,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4958,-93.44542802,18.09132495,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4959,-93.46138925,18.09783341,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4960,-93.5519645,18.16439896,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4961,-93.5835288,18.02289957,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4962,-93.46727785,18.13486965,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4963,-93.44925649,18.02607824,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4964,-93.48071021,18.05812048,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4965,-93.48254174,18.09767845,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4966,-93.51921901,18.01345834,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4967,-93.19928782,18.28321063,,Comalcalco,Tabasco,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
4968,-93.41891445,18.02483578,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4969,-93.47946775,18.04353799,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4970,-91.38697299,17.5044461,,Tenosique,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4971,-93.59912734,18.04116628,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4972,-93.54733744,18.01708432,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
